symbol,date,open,high,low,close,change,change_percent,volume_traded,value_traded_sar,no_of_trades
2001,2026-07-15,,,,39.88,0.0,0.0,,,
2001,2026-07-14,,,,39.88,0.0,0.0,,,
2001,2026-07-13,,,,39.88,0.0,0.0,,,
2001,2026-07-12,,,,39.88,0.0,0.0,,,
2001,2026-07-09,,,,39.88,0.0,0.0,,,
2001,2026-07-08,,,,39.88,0.0,0.0,,,
2001,2026-07-07,,,,39.88,0.0,0.0,,,
2001,2026-07-06,,,,39.88,0.0,0.0,,,
2001,2026-07-05,,,,39.88,0.0,0.0,,,
2001,2026-07-02,,,,39.88,0.0,0.0,,,
2001,2026-07-01,,,,39.88,0.0,0.0,,,
2001,2026-06-30,,,,39.88,0.0,0.0,,,
2001,2026-06-29,,,,39.88,0.0,0.0,,,
2001,2026-06-28,,,,39.88,0.0,0.0,,,
2001,2026-06-25,,,,39.88,0.0,0.0,,,
2001,2026-06-24,,,,39.88,0.0,0.0,,,
2001,2026-06-23,,,,39.88,0.0,0.0,,,
2001,2026-06-22,,,,39.88,0.0,0.0,,,
2001,2026-06-21,,,,39.88,0.0,0.0,,,
2001,2026-06-18,,,,39.88,0.0,0.0,,,
2001,2026-06-17,,,,39.88,0.0,0.0,,,
2001,2026-06-16,,,,39.88,0.0,0.0,,,
2001,2026-06-15,,,,39.88,0.0,0.0,,,
2001,2026-06-14,,,,39.88,0.0,0.0,,,
2001,2026-06-11,,,,39.88,0.0,0.0,,,
2001,2026-06-10,,,,39.88,0.0,0.0,,,
2001,2026-06-09,,,,39.88,0.0,0.0,,,
2001,2026-06-08,,,,39.88,0.0,0.0,,,
2001,2026-06-07,,,,39.88,0.0,0.0,,,
2001,2026-06-04,,,,39.88,0.0,0.0,,,
2001,2026-06-03,,,,39.88,0.0,0.0,,,
2001,2026-06-02,,,,39.88,0.0,0.0,,,
2001,2026-06-01,,,,39.88,0.0,0.0,,,
2001,2026-05-31,,,,39.88,0.0,0.0,,,
2001,2026-05-21,,,,39.88,0.0,0.0,,,
2001,2026-05-20,,,,39.88,0.0,0.0,,,
2001,2026-05-19,,,,39.88,0.0,0.0,,,
2001,2026-05-18,,,,39.88,0.0,0.0,,,
2001,2026-05-17,,,,39.88,0.0,0.0,,,
2001,2026-05-14,,,,39.88,0.0,0.0,,,
2001,2026-05-13,,,,39.88,0.0,0.0,,,
2001,2026-05-12,,,,39.88,0.0,0.0,,,
2001,2026-05-11,,,,39.88,0.0,0.0,,,
2001,2026-05-10,,,,39.88,0.0,0.0,,,
2001,2026-05-07,,,,39.88,0.0,0.0,,,
2001,2026-05-06,,,,39.88,0.0,0.0,,,
2001,2026-05-05,,,,39.88,0.0,0.0,,,
2001,2026-05-04,,,,39.88,0.0,0.0,,,
2001,2026-05-03,,,,39.88,0.0,0.0,,,
2001,2026-04-30,,,,39.88,0.0,0.0,,,
2001,2026-04-29,39.12,40.28,38.8,39.88,0.54,1.37,155170.0,6151119.33,1248.0
2001,2026-04-28,40.01,40.01,38.94,39.34,-0.67,-1.67,159899.0,6284821.86,1457.0
2001,2026-04-27,39.48,40.69,38.67,40.01,0.89,2.28,383962.0,15357453.35,2650.0
2001,2026-04-26,37.72,40.19,37.72,39.12,1.8,4.82,273097.0,10685884.1,2553.0
2001,2026-04-23,37.77,38.08,36.87,37.32,-0.45,-1.19,115254.0,4316065.23,1288.0
2001,2026-04-22,37.99,39.3,37.59,37.77,0.0,0.0,248940.0,9561753.46,2380.0
2001,2026-04-21,39.07,39.21,37.59,37.77,-1.35,-3.45,155995.0,5952981.66,1443.0
2001,2026-04-20,40.42,40.55,38.67,39.12,-1.25,-3.1,196949.0,7778836.89,1457.0
2001,2026-04-19,40.15,40.37,39.7,40.37,0.36,0.9,149534.0,5993495.64,894.0
2001,2026-04-16,40.42,40.78,39.92,40.01,-0.36,-0.89,172682.0,6973511.77,1471.0
2001,2026-04-15,40.69,40.69,40.24,40.37,-0.27,-0.66,137951.0,5575642.32,1320.0
2001,2026-04-14,41.0,41.14,40.51,40.64,-0.27,-0.66,148014.0,6031187.6,1278.0
2001,2026-04-13,41.45,41.81,40.37,40.91,-0.36,-0.87,215677.0,8843736.88,1966.0
2001,2026-04-12,38.4,42.26,37.86,41.27,2.83,7.36,862382.0,35597644.3,5113.0
2001,2026-04-09,38.89,39.57,37.5,38.44,-0.41,-1.06,271457.0,10424997.04,2144.0
2001,2026-04-08,40.51,40.51,38.71,38.85,0.0,0.0,251226.0,9847022.33,1847.0
2001,2026-04-07,41.05,41.09,38.44,38.85,-2.29,-5.57,206775.0,8139691.86,1808.0
2001,2026-04-06,41.14,41.9,39.12,41.14,0.18,0.44,357179.0,14392078.17,2631.0
2001,2026-04-05,38.13,40.96,37.9,40.96,3.69,9.9,521141.0,20994640.52,2918.0
2001,2026-04-02,37.14,37.77,35.7,37.27,-0.41,-1.09,230345.0,8506090.53,1766.0
2001,2026-04-01,,,,37.68,0.0,0.0,,,
2001,2026-03-31,38.22,38.53,37.09,37.68,-0.63,-1.64,173199.0,6534049.06,1450.0
2001,2026-03-30,37.18,38.53,36.82,38.31,1.22,3.29,277115.0,10501431.31,1624.0
2001,2026-03-29,37.32,37.9,36.64,37.09,0.31,0.84,183251.0,6825496.59,1409.0
2001,2026-03-26,37.0,39.12,36.78,36.78,0.14,0.38,338813.0,12738034.57,2619.0
2001,2026-03-25,36.64,37.23,35.97,36.64,0.0,0.0,165669.0,6071389.57,1320.0
2001,2026-03-24,37.45,38.89,36.64,36.64,-0.68,-1.82,308833.0,11520539.71,1952.0
2001,2026-03-16,39.12,39.12,36.91,37.32,-1.3,-3.37,204627.0,7686842.19,2039.0
2001,2026-03-15,37.09,39.34,36.87,38.62,2.65,7.37,633645.0,24163597.0,4979.0
2001,2026-03-12,33.32,35.97,33.0,35.97,3.24,9.9,226453.0,8018123.6,1089.0
2001,2026-03-11,34.35,35.25,32.73,32.73,-1.62,-4.72,202770.0,6878336.26,1945.0
2001,2026-03-10,36.42,36.87,33.72,34.35,-1.53,-4.26,426015.0,14873373.18,3326.0
2001,2026-03-09,35.88,35.88,35.79,35.88,3.24,9.93,121308.0,4352298.96,790.0
2001,2026-03-08,29.85,32.64,29.85,32.64,2.97,10.01,198409.0,6363515.22,1584.0
2001,2026-03-05,28.5,30.17,28.5,29.67,0.94,3.27,94371.0,2808328.0,762.0
2001,2026-03-04,28.28,28.91,27.92,28.73,1.08,3.91,112445.0,3206298.68,772.0
2001,2026-03-03,27.25,27.88,27.16,27.65,0.36,1.32,56548.0,1553739.61,568.0
2001,2026-03-02,27.38,27.65,26.84,27.29,0.45,1.68,50664.0,1380204.9,520.0
2001,2026-03-01,26.98,27.74,26.44,26.84,-1.04,-3.73,49085.0,1326288.73,728.0
2001,2026-02-26,27.88,28.28,27.65,27.88,0.18,0.65,29139.0,812884.49,503.0
2001,2026-02-25,28.06,28.46,27.7,27.7,-0.36,-1.28,23571.0,660250.07,545.0
2001,2026-02-24,28.91,28.95,28.06,28.06,-0.94,-3.24,76938.0,2193035.22,630.0
2001,2026-02-23,30.3,30.53,28.59,29.0,-1.3,-4.29,53461.0,1568248.17,901.0
2001,2026-02-19,31.52,31.52,30.3,30.3,-1.22,-3.87,58021.0,1795119.25,480.0
2001,2026-02-18,31.47,31.56,31.16,31.52,0.09,0.29,27409.0,860774.48,368.0
2001,2026-02-17,31.97,32.01,31.38,31.43,-0.54,-1.69,74980.0,2379093.42,511.0
2001,2026-02-16,32.15,32.55,31.92,31.97,-0.13,-0.4,98059.0,3147356.9,717.0
2001,2026-02-15,31.61,32.51,31.61,32.1,0.49,1.55,144002.0,4616992.01,1011.0
2001,2026-02-12,30.84,32.55,30.71,31.61,0.77,2.5,307263.0,9756662.85,2031.0
2001,2026-02-11,31.16,31.16,30.62,30.84,-0.09,-0.29,21047.0,647408.25,350.0
2001,2026-02-10,30.53,31.11,30.48,30.93,0.4,1.31,58740.0,1812379.21,599.0
2001,2026-02-09,31.02,31.02,30.12,30.53,-0.45,-1.45,62527.0,1907825.35,973.0
2001,2026-02-08,31.34,31.56,30.89,30.98,-0.04,-0.13,83313.0,2604165.35,706.0
2001,2026-02-05,32.19,32.19,30.89,31.02,-0.95,-2.97,108789.0,3401371.63,1047.0
2001,2026-02-04,32.37,32.64,31.92,31.97,-0.36,-1.11,48009.0,1541024.89,657.0
2001,2026-02-03,32.37,32.82,32.24,32.33,0.0,0.0,24380.0,792859.71,484.0
2001,2026-02-02,32.55,33.27,32.01,32.33,-0.22,-0.68,61737.0,1994033.8,828.0
2001,2026-02-01,33.36,33.68,32.37,32.55,-0.81,-2.43,24667.0,805627.32,588.0
2001,2026-01-29,33.5,33.5,32.24,33.36,-0.14,-0.42,90744.0,2981946.33,866.0
2001,2026-01-28,34.08,34.08,33.23,33.5,-0.27,-0.8,50956.0,1714338.16,890.0
2001,2026-01-27,33.72,34.35,33.59,33.77,0.23,0.69,75342.0,2548766.99,858.0
2001,2026-01-26,33.72,34.04,33.27,33.54,-0.09,-0.27,34942.0,1175625.69,664.0
2001,2026-01-25,33.63,33.95,33.05,33.63,0.13,0.39,42771.0,1436735.99,534.0
2001,2026-01-22,32.78,33.5,32.78,33.5,0.72,2.2,28383.0,944359.16,449.0
2001,2026-01-21,32.37,32.87,32.06,32.78,0.36,1.11,19746.0,643935.34,411.0
2001,2026-01-20,32.82,32.96,32.37,32.42,-0.58,-1.76,17133.0,559694.27,443.0
2001,2026-01-19,33.32,33.54,32.87,33.0,-0.41,-1.23,12729.0,422534.89,356.0
2001,2026-01-18,32.42,33.45,32.42,33.41,0.95,2.93,29787.0,987517.9,450.0
2001,2026-01-15,33.27,33.27,32.01,32.46,-0.68,-2.05,82433.0,2666495.73,1038.0
2001,2026-01-14,33.32,33.95,33.0,33.14,-0.49,-1.46,41597.0,1391521.9,800.0
2001,2026-01-13,33.72,34.17,33.27,33.63,-0.05,-0.15,28232.0,950274.94,631.0
2001,2026-01-12,32.64,34.17,32.64,33.68,1.04,3.19,55515.0,1862851.13,974.0
2001,2026-01-11,31.92,32.78,31.83,32.64,0.72,2.26,46460.0,1506423.4,636.0
2001,2026-01-08,31.97,32.01,31.47,31.92,-0.09,-0.28,32800.0,1039860.93,600.0
2001,2026-01-07,32.19,32.6,31.74,32.01,0.4,1.27,87449.0,2818106.33,655.0
2001,2026-01-06,31.83,32.19,31.47,31.61,-0.22,-0.69,50552.0,1604190.79,926.0
2001,2026-01-05,32.91,33.72,31.83,31.83,-0.95,-2.9,120052.0,3902525.48,806.0
2001,2026-01-04,33.27,33.27,32.46,32.78,-0.58,-1.74,50294.0,1642928.25,568.0
2001,2026-01-01,33.27,33.99,33.05,33.36,0.13,0.39,30926.0,1039293.72,556.0
2001,2025-12-31,31.65,33.32,31.65,33.23,0.95,2.94,39111.0,1282124.7,550.0
2001,2025-12-30,33.5,33.5,32.1,32.28,-0.86,-2.6,37253.0,1214956.81,684.0
2001,2025-12-29,31.56,33.72,31.56,33.14,0.81,2.51,106592.0,3521121.99,1321.0
2001,2025-12-28,33.81,35.34,32.24,32.33,-0.99,-2.97,130424.0,4405039.72,2132.0
2001,2025-12-25,35.43,35.52,33.32,33.32,-2.11,-5.96,27513.0,952297.46,878.0
2001,2025-12-24,36.33,36.42,35.34,35.43,-0.85,-2.34,51019.0,1830159.26,1107.0
2001,2025-12-23,36.82,37.23,35.97,36.28,-0.45,-1.23,94582.0,3445550.26,1622.0
2001,2025-12-22,39.07,39.07,36.64,36.73,-2.34,-5.99,59813.0,2258209.31,1452.0
2001,2025-12-21,36.87,39.43,36.87,39.07,2.11,5.71,90525.0,3464303.65,1086.0
2001,2025-12-18,38.08,38.08,36.51,36.96,-1.12,-2.94,65063.0,2402984.11,1146.0
2001,2025-12-17,38.76,38.76,37.77,38.08,-0.59,-1.53,33632.0,1283404.15,842.0
2001,2025-12-16,39.34,39.34,38.22,38.67,-0.76,-1.93,31575.0,1219218.15,537.0
2001,2025-12-15,37.81,39.43,37.77,39.43,0.58,1.49,64289.0,2475982.53,865.0
2001,2025-12-14,39.34,39.88,38.44,38.85,-0.49,-1.25,26295.0,1028213.79,661.0
2001,2025-12-11,40.01,40.06,39.12,39.34,-0.81,-2.02,29105.0,1148651.04,695.0
2001,2025-12-10,40.42,40.42,39.79,40.15,-0.27,-0.67,26737.0,1073598.05,534.0
2001,2025-12-09,39.75,40.6,39.75,40.42,0.63,1.58,31386.0,1263932.66,397.0
2001,2025-12-08,40.1,40.37,39.48,39.79,-0.49,-1.22,40500.0,1612124.11,539.0
2001,2025-12-07,40.46,41.0,40.1,40.28,-0.45,-1.1,15043.0,608410.44,374.0
2001,2025-12-04,40.42,40.73,40.24,40.73,0.67,1.67,27073.0,1097482.12,418.0
2001,2025-12-03,39.3,40.55,39.07,40.06,0.54,1.37,50996.0,2022129.27,608.0
2001,2025-12-02,39.43,39.84,39.16,39.52,0.0,0.0,30022.0,1181449.28,402.0
2001,2025-12-01,38.67,40.01,38.62,39.52,0.85,2.2,50019.0,1959828.68,908.0
2001,2025-11-30,39.66,40.01,38.67,38.67,-0.99,-2.5,14120.0,553726.36,573.0
2001,2025-11-27,39.48,39.75,38.98,39.66,0.18,0.46,35580.0,1398773.51,847.0
2001,2025-11-26,40.37,40.87,39.12,39.48,-0.98,-2.42,65445.0,2602570.96,1321.0
2001,2025-11-25,41.27,41.41,40.33,40.46,-0.9,-2.18,26570.0,1084978.93,756.0
2001,2025-11-24,41.68,41.81,41.23,41.36,-0.45,-1.08,47752.0,1979098.29,594.0
2001,2025-11-23,41.99,42.26,41.77,41.81,-0.18,-0.43,14049.0,589960.88,327.0
2001,2025-11-20,42.13,42.53,41.77,41.99,-0.05,-0.12,24274.0,1020460.96,464.0
2001,2025-11-19,42.67,42.67,41.5,42.04,0.09,0.21,24747.0,1035426.45,657.0
2001,2025-11-18,41.36,42.17,41.14,41.95,0.36,0.87,45422.0,1890251.37,706.0
2001,2025-11-17,42.04,42.04,41.05,41.59,0.0,0.0,38233.0,1584275.92,697.0
2001,2025-11-16,43.61,43.61,41.54,41.59,-1.57,-3.64,44858.0,1898558.53,747.0
2001,2025-11-13,41.5,43.25,41.27,43.16,1.62,3.9,178373.0,7587985.52,1603.0
2001,2025-11-12,41.86,42.26,41.5,41.54,-0.36,-0.86,76477.0,3200907.62,725.0
2001,2025-11-11,42.85,42.89,41.23,41.9,-0.95,-2.22,112471.0,4720511.92,1475.0
2001,2025-11-10,42.98,43.52,42.53,42.85,-0.13,-0.3,25390.0,1093390.64,713.0
2001,2025-11-09,43.97,43.97,42.49,42.98,-0.95,-2.16,40809.0,1753520.14,827.0
2001,2025-11-06,44.06,44.29,43.79,43.93,-0.36,-0.81,35052.0,1542096.01,1003.0
2001,2025-11-05,44.78,44.78,43.93,44.29,-0.49,-1.09,45405.0,2010686.04,771.0
2001,2025-11-04,44.96,44.96,44.51,44.78,-0.18,-0.4,34219.0,1528807.79,553.0
2001,2025-11-03,44.96,45.05,44.56,44.96,0.0,0.0,42637.0,1911090.5,686.0
2001,2025-11-02,45.14,45.37,44.83,44.96,-0.18,-0.4,37813.0,1704963.11,606.0
2001,2025-10-30,45.28,45.86,44.96,45.14,-0.14,-0.31,75924.0,3446914.28,906.0
2001,2025-10-29,45.55,45.55,45.1,45.28,-0.18,-0.4,25453.0,1152470.23,581.0
2001,2025-10-28,46.08,46.08,45.23,45.46,-0.62,-1.35,86526.0,3928506.05,809.0
2001,2025-10-27,45.14,46.67,45.01,46.08,1.03,2.29,212633.0,9788280.72,1468.0
2001,2025-10-26,45.23,45.55,44.6,45.05,-0.18,-0.4,112544.0,5058371.02,1122.0
2001,2025-10-23,44.51,45.41,44.24,45.23,0.99,2.24,87986.0,3946827.26,846.0
